FEI Number,Legal Name,State,Country/Area,Product Type,Action Taken Date,Action Type,Case/Injunction ID
2650091,"Omega & Delta Co., Inc.",Puerto Rico,United States,Drugs,2022-11-02,Warning Letter,636606
3023804081,Alternative Health Distribution LLC,North Carolina,United States,Drugs,2022-11-01,Warning Letter,641241
3006441852,"Abraxis Bioscience, LLC",Arizona,United States,Drugs,2022-10-31,Warning Letter,633713
3005672908,Amazon.com,Kentucky,United States,Drugs,2022-10-28,Warning Letter,631751
3016994737,"Amazon.com, Inc.",Washington,United States,Drugs,2022-10-28,Warning Letter,631751
3021982187,Latin Foods Market,California,United States,Drugs,2022-10-28,Warning Letter,631753
3014706754,Walmart Fulfillment KY1 9074,Kentucky,United States,Drugs,2022-10-28,Warning Letter,631755
3011402904,"Cryos International USA, LLC",Florida,United States,Biologics,2022-10-24,Warning Letter,639696
3024142962,Lakpura LLC,Delaware,United States,Drugs,2022-10-24,Warning Letter,643057
3011158388,Nephron Sterile Compounding Center LLC,South Carolina,United States,Drugs,2022-10-21,Warning Letter,644180
3024210457,Rite Aid Corporation,Pennsylvania,United States,Drugs,2022-10-19,Warning Letter,643207
3010298400,Mcconnell Labs Inc,Oregon,United States,Drugs,2022-10-18,Warning Letter,638958
3010164341,"Unit Dose Services, LLC",Florida,United States,Drugs,2022-10-17,Warning Letter,636177
3010892830,Nephron Sc Inc,South Carolina,United States,Drugs,2022-10-11,Warning Letter,634647
3017227582,"Beijing Xinggu Lvsan Technology Co., Ltd",-,China,Drugs,2022-10-05,Warning Letter,633904
3003229412,"Sovereign Pharmaceuticals, LLC",Texas,United States,Drugs,2022-10-05,Warning Letter,634233
3016927597,Eksa Mills S.A. de C.V.,-,Mexico,Drugs,2022-10-05,Warning Letter,634706
3004453700,Legacy Pharmaceutical Packaging LLC,Missouri,United States,Drugs,2022-10-03,Warning Letter,633735
3003059934,"Advanced Cosmetic Research Laboratories, Inc.",California,United States,Drugs,2022-09-28,Warning Letter,635176
3014847263,Bespoke Apothecary Limited Liability Corporation,New York,United States,Drugs,2022-09-28,Warning Letter,641573
3009705561,Sterling Pharmaceutical Services LLC,Illinois,United States,Drugs,2022-09-27,Warning Letter,629019
3002807512,Lupin Limited,-,India,Drugs,2022-09-27,Warning Letter,633703
3004966182,"Eco Lips, Inc.",Iowa,United States,Drugs,2022-09-20,Warning Letter,631629
3011408975,System Kosmetik Produktionsgesellschaft fur kosmetische Gmbh,-,Germany,Drugs,2022-09-20,Warning Letter,632727
3001587133,American Cleaning Solutions,New York,United States,Drugs,2022-09-06,Warning Letter,632881
3017183921,Sanitizer Supply LLC,Georgia,United States,Drugs,2022-09-02,Warning Letter,633583
3021718051,AMS Packaging Inc,New Jersey,United States,Drugs,2022-09-01,Warning Letter,630110
3016957059,PREMIUM NATURE,New Jersey,United States,Drugs,2022-09-01,Warning Letter,630110
3013835844,SHUZY ROCK INC,New Jersey,United States,Drugs,2022-09-01,Warning Letter,630110
3012303419,VIRGIN SCENT INC,California,United States,Drugs,2022-09-01,Warning Letter,631780
3015826784,Strive Pharmacy Texas LLC dba Strive Pharmacy,Texas,United States,Drugs,2022-08-30,Warning Letter,639220
3006435842,Episciences Inc,Idaho,United States,Drugs,2022-08-26,Warning Letter,631902
3014573577,"BLS Labs, LLC",Arizona,United States,Biologics,2022-08-23,Warning Letter,621465
3000215611,"Expert Chemical Analysis, Inc.",California,United States,Drugs,2022-08-19,Warning Letter,630965
3010972581,Zhejiang Tianyu Pharmaceutical Co Ltd,-,China,Drugs,2022-08-17,Warning Letter,631054
2012546,Gordon Laboratories Inc,California,United States,Drugs,2022-08-17,Warning Letter,631432
1000512361,Bora Pharmaceuticals Injectables Inc,Maryland,United States,Drugs,2022-08-10,Warning Letter,630316
3016994737,"Amazon.com, Inc.",Washington,United States,Drugs,2022-08-04,Warning Letter,629452
3022320390,Justified Laboratories,Texas,United States,Drugs,2022-08-04,Warning Letter,631521
3022487637,Ariella Naturals,Maryland,United States,Drugs,2022-08-04,Warning Letter,632509
3023213070,FluxxLab LLC,Colorado,United States,Drugs,2022-08-04,Warning Letter,637158
3004554935,Valley Biosystems,California,United States,Biologics,2022-08-03,Warning Letter,632553
3015365441,"Vitti Labs, LLC",Missouri,United States,Biologics,2022-07-28,Warning Letter,627699
3010840309,"SterRx, LLC",New York,United States,Drugs,2022-07-27,Warning Letter,636636
3016833431,JOSE MIGUEL GUTIERREZ SALAS,-,Mexico,Drugs,2022-07-21,Warning Letter,609983
3012368173,"Guangzhou Orchard Aromatherapy & Skin Care Co., Ltd.",-,China,Drugs,2022-07-21,Warning Letter,628678
3013374118,DSP Skin Care LLC,California,United States,Drugs,2022-07-19,Warning Letter,622549
3020460374,"Daniel Fred Goodman, M.D.",California,United States,Drugs,2022-07-19,Warning Letter,634247
3001239108,Jost Chemical Co.,Missouri,United States,Drugs,2022-07-18,Warning Letter,626894
3008268262,Custom Research Labs Inc,California,United States,Drugs,2022-07-08,Warning Letter,616184
3021601982,"Imprimis Rx, LLC",California,United States,Drugs,2022-07-05,Warning Letter,627802
3013968294,MONQ,Tennessee,United States,Drugs,2022-06-30,Warning Letter,613570
3013263547,Bi-Coastal Pharma International,New Jersey,United States,Drugs,2022-06-30,Warning Letter,628196
1000418405,"Bioiberica, SAU",-,Spain,Drugs,2022-06-30,Warning Letter,629115
3022743365,Kratom Exchange,North Carolina,United States,Drugs,2022-06-30,Warning Letter,633972
3022770413,Omni Consumer Products LLC (D/B/A YoKratom),South Carolina,United States,Drugs,2022-06-30,Warning Letter,634184
3022841615,Herbsens Botanicals,Florida,United States,Drugs,2022-06-30,Warning Letter,634373
3022867869,Ballaj Inc. DBA Hookah G,California,United States,Drugs,2022-06-30,Warning Letter,634501
3008769612,Zhang Medical P.C. d/b/a New Hope Fertility Center,New York,United States,Biologics,2022-06-28,Warning Letter,633890
3012510709,DDI MULTINACIONAL SA DE CV,-,Mexico,Drugs,2022-06-27,Warning Letter,608864
3016821022,"Noticias Mexico Hoy Grupo Multimedia, S.A. de C.V.",-,Mexico,Drugs,2022-06-27,Warning Letter,609658
3016734550,Industrias Cklass S de RL de CV,-,Mexico,Drugs,2022-06-22,Warning Letter,610275
3016921925,"Mirfeel Korea Co., Ltd",-,-,Drugs,2022-06-22,Warning Letter,627401
1000174332,"Fagron, Inc",Minnesota,United States,Drugs,2022-06-14,Warning Letter,624255
3016420687,"Glicerinas Industriales, S.A de C.V",-,Mexico,Drugs,2022-06-14,Warning Letter,633340
3012816585,"Monarch PCM, LLC",Texas,United States,Drugs,2022-06-10,Warning Letter,620779
3011319445,Hybrid Pharma LLC,Florida,United States,Drugs,2022-06-07,Warning Letter,629021
3017760842,"Smitha Reddy, M.D.",California,United States,Drugs,2022-06-03,Warning Letter,634702
3015174203,Re-Gen Active Lab Inc,Texas,United States,Biologics,2022-05-27,Warning Letter,620763
3002764676,Aire-Master of America Inc,Missouri,United States,Drugs,2022-05-23,Warning Letter,622546
3006076347,"Grimann, S.A. de C.V.",-,Mexico,Drugs,2022-05-23,Warning Letter,632272
3014227710,SANTHIGRAM KERALA AYURVEDIC CO. OF US INC,New Jersey,United States,Drugs,2022-05-19,Warning Letter,625892
3004139992,Kottakkal Arya Vaidya Sala,-,India,Drugs,2022-05-19,Warning Letter,628168
3007204580,"Ayuryoga, Inc.",New York,United States,Drugs,2022-05-19,Warning Letter,628168
3014391500,New Vitalis Pharmacy LLC,Kentucky,United States,Drugs,2022-05-18,Warning Letter,633440
1000125638,Genlabs Corporation,California,United States,Drugs,2022-05-12,Warning Letter,625479
2083633,Colorful Products Corporation,California,United States,Drugs,2022-05-11,Warning Letter,624415
3020449945,ATLRx Inc.,Georgia,United States,Drugs,2022-05-04,Warning Letter,618341
3020462698,Delta 8 Hemp,California,United States,Drugs,2022-05-04,Warning Letter,618368
3020496299,BioMD Plus LLC,Georgia,United States,Drugs,2022-05-04,Warning Letter,618460
3020522574,"M Six Labs, Inc.",Wisconsin,United States,Drugs,2022-05-04,Warning Letter,618701
3017888878,Specialty Process Labs LLC,Arizona,United States,Drugs,2022-05-04,Warning Letter,624281
3018097746,Kingdom Harvest,North Carolina,United States,Drugs,2022-05-04,Warning Letter,625058
3015781135,"David Cosmetic Co., Ltd.",-,-,Drugs,2022-05-02,Warning Letter,627408
3012895507,KLEENHANZ LLC,Texas,United States,Drugs,2022-04-20,Warning Letter,605499
3009840089,Plastikon Healthcare LLC,Kansas,United States,Drugs,2022-04-20,Warning Letter,622560
3009095423,Miami University,Ohio,United States,Drugs,2022-04-20,Warning Letter,623494
3016706196,"Guangzhou Zhongke baishi Health Industry Co., Ltd.",-,China,Drugs,2022-04-19,Warning Letter,613267
3016866993,Fresh Farms LLC,California,United States,Drugs,2022-04-19,Warning Letter,623723
3018101540,Age Management Institute Santa Barbara,California,United States,Drugs,2022-04-18,Warning Letter,625261
3013443567,Froggy's Fog LLC,Tennessee,United States,Drugs,2022-04-15,Warning Letter,623283
2242327,"Cetylite Industries, Inc.",New Jersey,United States,Drugs,2022-04-13,Warning Letter,622823
3021386591,AMBI Enterprises LLC,Maryland,United States,Drugs,2022-04-13,Warning Letter,628367
2023611,Clinical Formula LLC,California,United States,Drugs,2022-04-13,Warning Letter,628372
3021422150,Elements Brands Inc.,North Carolina,United States,Drugs,2022-04-13,Warning Letter,628380
3008062835,Genomma Lab Usa Inc,Texas,United States,Drugs,2022-04-13,Warning Letter,628381
3015200875,TRUE EARTH HEALTH PRODUCTS,New York,United States,Drugs,2022-04-13,Warning Letter,628383
3009687949,Skin Authority,California,United States,Drugs,2022-04-13,Warning Letter,628385
3021385926,Ultimark Products LLC,Pennsylvania,United States,Drugs,2022-04-13,Warning Letter,628389
3021418490,"M&M Beauty and Wellness, LLC",Iowa,United States,Drugs,2022-04-13,Warning Letter,628392
3021386595,Skin PS Brands,California,United States,Drugs,2022-04-13,Warning Letter,628396
3021071752,SkinPro International,Florida,United States,Drugs,2022-04-13,Warning Letter,628398
1000149923,"Neoteric Cosmetics, Incorporated",Colorado,United States,Drugs,2022-04-13,Warning Letter,628399
3021618493,Balshi,Florida,United States,Drugs,2022-04-13,Warning Letter,628402
3009946959,"W.S. Badger Company, Inc.",New Hampshire,United States,Drugs,2022-04-12,Warning Letter,622318
3012030543,"The Brigham and Women's Hospital, Inc.",Massachusetts,United States,Drugs,2022-04-11,Warning Letter,623476
3021477338,Sensory Cloud,Massachusetts,United States,Drugs,2022-04-06,Warning Letter,628897
3021350094,"CofixRX, LLC",Michigan,United States,Drugs,2022-04-05,Warning Letter,626860
3019794456,"Daniel C. Tarquinio, DO",Georgia,United States,Drugs,2022-04-05,Warning Letter,630976
1941150,"Consumer Product Partners, LLC",Missouri,United States,Drugs,2022-03-31,Warning Letter,622087
3014015976,"Verde Cosmetic Labs, LLC",California,United States,Drugs,2022-03-31,Warning Letter,622534
3014623896,Osteolife Biomedical I LLC,Florida,United States,Biologics,2022-03-31,Warning Letter,626889
3011219618,Logix Biosciences Inc.,California,United States,Drugs,2022-03-28,Warning Letter,621656
3021632769,Greenway Herbal Products LLC,Tennessee,United States,Drugs,2022-03-28,Warning Letter,627042
3021632117,CBD Social,South Carolina,United States,Drugs,2022-03-28,Warning Letter,627044
3013917986,Functional Remedies,Colorado,United States,Drugs,2022-03-28,Warning Letter,627208
3021644020,Cureganics,California,United States,Drugs,2022-03-28,Warning Letter,627288
3021656045,Nature's Highway,North Carolina,United States,Drugs,2022-03-28,Warning Letter,627304
3021646825,Heaven's Organics LLC,Florida,United States,Drugs,2022-03-28,Warning Letter,627359
3021736332,UPSY LLC,Rhode Island,United States,Drugs,2022-03-28,Warning Letter,627962
3000203462,Agropharma Laboratories Inc.,Puerto Rico,United States,Drugs,2022-03-25,Warning Letter,623475
3012356277,Iodine Products Inc,Florida,United States,Drugs,2022-03-25,Warning Letter,628296
3013176939,Applied Biological Laboratories Inc.,New York,United States,Drugs,2022-03-24,Warning Letter,627062
3002835459,Med Shop Total Care Inc.,Texas,United States,Drugs,2022-03-18,Warning Letter,628182
3014384422,"Vitae Enim Vitae Scientific, Inc.",California,United States,Drugs,2022-03-17,Warning Letter,620576
3014686302,Dr Retter Ec Retter Wladyslaw,-,Poland,Drugs,2022-03-16,Warning Letter,619881
3016927600,IOTECH INTERNATIONAL,Florida,United States,Drugs,2022-03-15,Warning Letter,617715
3003068822,"ULTRAtab Laboratories, Inc.",New York,United States,Drugs,2022-03-14,Warning Letter,620588
3014373428,Premier Trends LLC,New Jersey,United States,Drugs,2022-03-14,Warning Letter,621313
3016117472,"ULTRAtab Laboratories, Inc",New York,United States,Drugs,2022-03-14,Warning Letter,622034
1317759,Ultra Seal Corporation,New York,United States,Drugs,2022-03-14,Warning Letter,624650
3018016482,Soda Farm,Ohio,United States,Drugs,2022-03-10,Warning Letter,626261
3021171359,Viraldine LLC,New York,United States,Drugs,2022-03-07,Warning Letter,625675
3002994577,Generitech Corporation,California,United States,Drugs,2022-03-03,Warning Letter,618333
3005727243,Clinical Resolution Laboratory Inc.,California,United States,Drugs,2022-03-01,Warning Letter,615236
3016661283,"Sabine S. Hazan, M.D.",California,United States,Drugs,2022-02-28,Warning Letter,628110
3004876794,Accu Bio-Chem Laboratories LLC,California,United States,Drugs,2022-02-24,Warning Letter,619450
3021368926,My Natural Treatment,-,Romania,Drugs,2022-02-22,Warning Letter,624734
3016789967,"CytoDyn, Inc.",Washington,United States,Drugs,2022-02-11,Warning Letter,626957
1220528,Labcorp Bedford LLC.,Massachusetts,United States,Biologics,2022-02-10,Warning Letter,623581
3004845420,"Yusef Manufacturing Laboratories, LLC",Utah,United States,Drugs,2022-02-08,Warning Letter,621026
3019922558,Crystal Clear Supplements,Oregon,United States,Drugs,2022-02-04,Warning Letter,620285
3016760965,"Richard J. Obiso, PhD dba Avila Herbals, LLC",Virginia,United States,Drugs,2022-02-04,Warning Letter,622821
3008798439,"ECI Pharmaceuticals, LLC",Florida,United States,Drugs,2022-02-03,Warning Letter,625254
3009744960,"Smart Surgical, Inc",Idaho,United States,Biologics,2022-02-02,Warning Letter,614361
3016601959,"Gaia's Whole Healing Essentials, LLC",Colorado,United States,Drugs,2022-02-01,Warning Letter,620001
3020806144,"New Earth Healing Essentials, LLC DBA 5D Full Disclosure",Vermont,United States,Drugs,2022-02-01,Warning Letter,620001
3005564386,Indiana Chem-Port,-,India,Drugs,2022-01-31,Warning Letter,618173
3012907473,Innoveix Pharmaceuticals Inc,Texas,United States,Drugs,2022-01-26,Warning Letter,624782
3019848311,CES LLC,Nevada,United States,Drugs,2022-01-18,Warning Letter,623495
3004021253,Apitoria Pharma Private Limited,-,India,Drugs,2022-01-13,Warning Letter,618091
2411192,"Professional Disposables International, Inc.",New York,United States,Drugs,2022-01-07,Warning Letter,617201
3015297228,"Cosmo Bio Co., Ltd.",-,-,Drugs,2022-01-06,Warning Letter,611552
3018703165,Amcyte Pharma,Florida,United States,Drugs,2022-01-03,Warning Letter,623474
3017449974,Varigard LLC,Alabama,United States,Drugs,2021-12-29,Warning Letter,616757
2027164,Health Plus Incorporated,California,United States,Drugs,2021-12-29,Warning Letter,616877
3016785739,Genesis Partnership Company SA,-,Guatemala,Drugs,2021-12-29,Warning Letter,618953
3005734706,MasterPharm LLC,New York,United States,Drugs,2021-12-22,Warning Letter,612401
1413787,"Sunstar Americas, Inc.",Illinois,United States,Drugs,2021-12-21,Warning Letter,614058
3019329346,Vasyl Melnyk,-,Ukraine,Drugs,2021-12-21,Warning Letter,623671
3014340426,Frozen Wheels LLC,Florida,United States,Drugs,2021-12-20,Warning Letter,619443
3011856577,Maquiladora Miniara SA de CV,-,Mexico,Drugs,2021-12-15,Warning Letter,609152
3001451695,Spartan Chemical Co Inc,Ohio,United States,Drugs,2021-12-15,Warning Letter,614450
3017086967,GUANGDONG KEMEI PHARMACEUTICAL TECHNOLOGY CO LTD,-,China,Drugs,2021-12-14,Warning Letter,612090
3014510437,"Guangzhou Shiruoni Cosmetics Co., Ltd",-,China,Drugs,2021-12-07,Warning Letter,613170
3013771851,EAGLE ENERGY USA INC,Montana,United States,Drugs,2021-12-01,Warning Letter,617712
3012856522,Vitastik,California,United States,Drugs,2021-12-01,Warning Letter,617713
3014219499,VITAMINVAPE INC,Nevada,United States,Drugs,2021-12-01,Warning Letter,617787
3020306650,"VitaCig, Inc.",Florida,United States,Drugs,2021-12-01,Warning Letter,617847
3007254599,Shenzhen Boge Technology Co Ltd,-,China,Drugs,2021-12-01,Warning Letter,617979
3017415557,NUTRIAIR,Florida,United States,Drugs,2021-12-01,Warning Letter,617979
3013332813,NUTROVAPE LLC,Florida,United States,Drugs,2021-12-01,Warning Letter,617979
1413475,Dental Technologies Inc.,Illinois,United States,Drugs,2021-11-30,Warning Letter,612599
3005871025,Sanitor Corporation,California,United States,Drugs,2021-11-29,Warning Letter,616232
3010580682,"Hubei Kangzheng Pharmaceutical Co., Ltd.",-,China,Drugs,2021-11-23,Warning Letter,616581
3011692533,SURGENEX LLC,Arizona,United States,Biologics,2021-11-15,Warning Letter,615254
3011006339,Cooper Institute for Advanced Reproductive Medicine,Texas,United States,Biologics,2021-11-15,Warning Letter,619233
3010039017,"Advanced Nutriceuticals, LLC",Indiana,United States,Drugs,2021-11-10,Warning Letter,615908
3016413581,Global Sanitizers LLC,Nevada,United States,Drugs,2021-11-08,Warning Letter,614124
3017231855,BIONATEO SP ZOO,-,Poland,Drugs,2021-11-04,Warning Letter,614651
3013677509,"DongBang Cosmetics Co., Ltd.",-,-,Drugs,2021-10-22,Warning Letter,610364
3011887629,Empower Pharmacy,Texas,United States,Drugs,2021-10-15,Warning Letter,613792
3009870276,"Guangzhou Baiyunshan Zhongyi Pharmaceutical Co.,Ltd.",-,China,Drugs,2021-10-14,Warning Letter,615846
3012788298,New Green Nutrition Inc,New York,United States,Drugs,2021-10-14,Warning Letter,615846
3018061341,"Joseph A. Zadra, MD",-,Canada,Drugs,2021-10-14,Warning Letter,619451
3009836687,AriBio H&B,-,-,Drugs,2021-10-08,Warning Letter,613107
3016931302,"Notarika, S.A. de C.V.",-,Mexico,Drugs,2021-10-07,Warning Letter,609174
3016628153,"Limpo Quimicos, SA de CV",-,Mexico,Drugs,2021-09-30,Warning Letter,608859
3011347036,"Guangzhou Youxing Cosmetic Co., Ltd",-,China,Drugs,2021-09-30,Warning Letter,610709
1950348,"Marcus Research Laboratory, Inc.",Missouri,United States,Drugs,2021-09-30,Warning Letter,615153
1946524,"Missouri Analytical Laboratories, Inc.",Missouri,United States,Drugs,2021-09-30,Warning Letter,615319
3015451503,"Rare Antibody Antigen Supply, Inc.",California,United States,Drugs,2021-09-30,Warning Letter,616560
3015851305,Healthy Foods & Nutrition Lab de Mexico S.A. de C.V.,-,Mexico,Drugs,2021-09-29,Warning Letter,609608
3016866715,"True Chemical Solutions, LLC",Texas,United States,Drugs,2021-09-29,Warning Letter,616672
3016884869,HealthMEDS INC,Oregon,United States,Drugs,2021-09-29,Warning Letter,618484
3017262425,Strategia Project Management inc,Illinois,United States,Drugs,2021-09-28,Warning Letter,615307
3004378632,Chameleon Beverage Co Inc,California,United States,Drugs,2021-09-24,Warning Letter,615066
3011772828,"Sircle Laboratories, L.L.C.",Mississippi,United States,Drugs,2021-09-23,Warning Letter,615098
3012644697,Ardil Comercial S.R.L.,-,-,Drugs,2021-09-22,Warning Letter,612018
3010589333,Right Value Drug Stores LLC,Texas,United States,Drugs,2021-09-20,Warning Letter,610751
3016458098,Walfer Corporation dba Wallace Pharmacy,Florida,United States,Drugs,2021-09-16,Warning Letter,611017
3010525809,"Nanomateriales, SA de CV",-,Mexico,Drugs,2021-09-15,Warning Letter,609969
3010525809,"Nanomateriales, SA de CV",-,Mexico,Drugs,2021-09-15,Warning Letter,611613
3012015184,Laboratorio Pharma International SRL,-,Honduras,Drugs,2021-09-15,Warning Letter,614766
3008174509,Furley Bioextracts SDN BHD,-,Malaysia,Drugs,2021-09-13,Warning Letter,614592
3015467616,"McDaniel Water, LLC",Texas,United States,Drugs,2021-09-07,Warning Letter,616186
3008231170,"Infusion Options, Inc.",New York,United States,Drugs,2021-08-26,Warning Letter,612459
3012884265,"Kaleido Biosciences, Inc.",Massachusetts,United States,Drugs,2021-08-26,Warning Letter,616026
3011152407,AnazaoHealth Corporation,Nevada,United States,Drugs,2021-08-19,Warning Letter,613214
1000251214,Toyobo Co. Ltd.,-,Japan,Drugs,2021-08-19,Warning Letter,614177
3019901045,Mahita LLC,Georgia,United States,Drugs,2021-08-19,Warning Letter,616541
3000204955,"Adamson Analytical Laboratories, Inc.",California,United States,Drugs,2021-08-18,Warning Letter,614644
3018905470,Je Dois Lavoir LLC,California,United States,Drugs,2021-08-11,Warning Letter,616016
3016764173,"Tropicosmeticos, S.A. de C.V.",-,Mexico,Drugs,2021-08-10,Warning Letter,609041
3013854204,Maitland Labs of Central Florida,Florida,United States,Drugs,2021-08-10,Warning Letter,610102
3005351861,Utah Cord Bank LLC,Utah,United States,Biologics,2021-08-10,Warning Letter,614013
3014007900,SECRET OF THE ISLANDS,South Carolina,United States,Drugs,2021-08-10,Warning Letter,616344
3018744423,genesisultraslim.com,Arizona,United States,Drugs,2021-08-06,Warning Letter,616040
3010165327,BBC Group Limited,-,China,Drugs,2021-08-05,Warning Letter,614659
3016998376,Blue Willow Biologics,Michigan,United States,Drugs,2021-08-03,Warning Letter,613948
3014773436,Pharmaceutical Care Solutions,Michigan,United States,Drugs,2021-08-02,Warning Letter,610201
3014982757,FARMAKEIO OUTSOURCING LLC,Texas,United States,Drugs,2021-07-29,Warning Letter,608257
3014538924,"Sanit Technologies, LLC dba Durisan",Florida,United States,Drugs,2021-07-27,Warning Letter,614278
3015554399,Matthew 7:25 Inc dba Thrive Pharmacy,Florida,United States,Drugs,2021-07-23,Warning Letter,610679
3017232376,BioSpectrum CBD,Wisconsin,United States,Drugs,2021-07-22,Warning Letter,610649
3012609312,Jordan's Crossing Herbal Connections,Oklahoma,United States,Drugs,2021-07-20,Warning Letter,616001
3005792310,SCK Zeta Dis Ticaret Pazarlama Limited Sirketi,-,Turkey,Drugs,2021-07-15,Warning Letter,610432
3010166780,Delta Kozmetik Sanayi Ve Ticaret-Selim Yesil,-,Turkey,Drugs,2021-07-08,Warning Letter,614402
3017432659,Halodine LLC,Pennsylvania,United States,Drugs,2021-07-07,Warning Letter,611150
3018400832,"Halodine, LLC",Florida,United States,Drugs,2021-07-07,Warning Letter,611150
3016753019,"Guangzhou Minghui Cosmetics Co., Ltd.",-,China,Drugs,2021-07-06,Warning Letter,610575
1000446007,Santec Chemicals Corp.,New York,United States,Drugs,2021-07-06,Warning Letter,612765
3019569787,Davati Medical Supply LLC,Texas,United States,Biologics,2021-06-25,Warning Letter,615530
3018759590,Pacific Center of Health,California,United States,Drugs,2021-06-22,Warning Letter,614526
3006271438,"Novel Laboratories, Inc. d.b.a Lupin Somerset",New Jersey,United States,Drugs,2021-06-11,Warning Letter,613385
3010164028,Natural Beauty Care Pty Ltd,-,Australia,Drugs,2021-06-09,Warning Letter,611974
3016833130,"DMM Vission, S.A. de C.V.",-,Mexico,Drugs,2021-06-03,Warning Letter,609797
3016714860,PUREPURGE,California,United States,Drugs,2021-06-02,Warning Letter,613194
3017865500,www.medpure.store,California,United States,Drugs,2021-06-02,Warning Letter,613194
3009788529,"Incredible Products, SA de CV",-,Mexico,Drugs,2021-05-27,Warning Letter,609503
3017022352,Alpha-Tek LLC,Arizona,United States,Drugs,2021-05-27,Warning Letter,612037
3018571052,Oclo Nanotechnology Science,Florida,United States,Drugs,2021-05-27,Warning Letter,614310
3005416825,"Bio-Germ Protection, LLC",California,United States,Drugs,2021-05-19,Warning Letter,613144
3018647558,Smart Women's Choice,California,United States,Drugs,2021-05-19,Warning Letter,614359
3010734749,Gulsah Uretim Kozmetik Sanayi Anonim Sirketi,-,Turkey,Drugs,2021-05-13,Warning Letter,611591
3015394334,Biotek India,-,India,Drugs,2021-05-13,Warning Letter,613295
3005351861,Utah Cord Bank LLC,Utah,United States,Biologics,2021-05-11,Warning Letter,614021
3018121939,Disinfect & Shield,Texas,United States,Drugs,2021-05-06,Warning Letter,613716
3005004019,Covalon Technologies Ltd.,-,Canada,Drugs,2021-05-06,Warning Letter,614350
3015213291,"Lauren R. Klein, M.D.",New York,United States,Drugs,2021-05-05,Warning Letter,605544
3015212514,"Jon B. Cole, MD",Minnesota,United States,Drugs,2021-05-05,Warning Letter,611902
3016803379,ESTRATEGIA HOSPITALARIA SA DE CV,-,Mexico,Drugs,2021-05-04,Warning Letter,609690
3017017039,Ismar Soluciones Dinamicas SA de CV,-,Mexico,Drugs,2021-05-04,Warning Letter,609690
3008749537,C&G Laboratorios SA de CV,-,Mexico,Drugs,2021-04-26,Warning Letter,610782
3004995630,Wise Pharmacy,Colorado,United States,Drugs,2021-04-15,Warning Letter,613927
3018282452,Trinity Natural Health and Pain Management Inc.,Florida,United States,Drugs,2021-04-13,Warning Letter,614007
3015089546,"Hou Fu Biotech (Jiangsu) Co., Ltd",-,China,Drugs,2021-04-12,Warning Letter,611644
3008251335,Roque Plast S.A. De C.V.,-,Mexico,Drugs,2021-04-09,Warning Letter,609492
3017013382,MYM Hidrominerales S. de RL. de C.V.,-,Mexico,Drugs,2021-04-09,Warning Letter,610066
3008563008,Exela Pharma Sciences LLC,North Carolina,United States,Drugs,2021-04-09,Warning Letter,611316
3015403883,ALLURE IMPORTS,Michigan,United States,Drugs,2021-04-07,Warning Letter,613211
3010586684,Allure Imports,Michigan,United States,Drugs,2021-04-07,Warning Letter,613211
3018269913,About Mineral,California,United States,Drugs,2021-04-07,Warning Letter,613984
3012174424,ASP Cares,Texas,United States,Drugs,2021-04-05,Warning Letter,604003
3010165166,Proquimes S A Productos Quimicos Especializados S A,-,Colombia,Drugs,2021-04-05,Warning Letter,610069
3016994727,"Maison Terre, LLC",Arkansas,United States,Drugs,2021-04-01,Warning Letter,610315
3014674299,NATURAL ADVENTURE LLC,Florida,United States,Drugs,2021-04-01,Warning Letter,612267
3013359123,"Neoingenium Labs, SA de CV",-,Mexico,Drugs,2021-03-31,Warning Letter,610499
2937511,Rpk Pharmaceuticals Inc,California,United States,Drugs,2021-03-26,Warning Letter,613400
3017394466,"Distribuidora Lagunera del Norte, SA de CV",-,Mexico,Drugs,2021-03-24,Warning Letter,610939
3015667771,"Honest Globe, Inc.",California,United States,Drugs,2021-03-18,Warning Letter,597177
3013171766,"BioLyte Laboratories, LLC",Michigan,United States,Drugs,2021-03-18,Warning Letter,603584
3016788198,DEPQ Internacional S. de R.L de C.V.,-,Mexico,Drugs,2021-03-18,Warning Letter,608871
3018092429,"RAVENSCROFT APOTHECARY, INC",Oregon,United States,Drugs,2021-03-12,Warning Letter,613639
3009115034,Albek De Mexico S.A. De C.V.,-,Mexico,Drugs,2021-03-11,Warning Letter,609202
3012040386,Dibar Nutricional S. de R.L. de C.V.,-,Mexico,Drugs,2021-03-10,Warning Letter,610444
3011474550,"Foshan Biours Biosciences Co., Ltd.",-,China,Drugs,2021-03-10,Warning Letter,611319
3018006070,CAMA Wellness Center,Pennsylvania,United States,Drugs,2021-03-05,Warning Letter,613185
3017473133,"IodoRios Company, LLC",Pennsylvania,United States,Drugs,2021-03-05,Warning Letter,613185
3016927347,"Evelyn Lopez-Brignoni, M.D.",Florida,United States,Drugs,2021-03-02,Warning Letter,612542
3016851785,"Plasticos Las Palmas, S.A. de C.V.",-,Mexico,Drugs,2021-03-01,Warning Letter,609475
3016978072,Marco Antonio Rodriguez Fierro,-,Mexico,Drugs,2021-03-01,Warning Letter,610110
3016808324,GAZA PROVEEDORA DE SERVICIOS DE HOSPEDAJE Y ALIMENTACION,-,Mexico,Drugs,2021-03-01,Warning Letter,611881
